method,dataset,step_setting,metric,time_type,result,prc_threshold
Cooccurrence,GarciaAlonsoDataset,simple,RECALL,Pseudotime,1.0,True
Cooccurrence,GarciaAlonsoDataset,simple,AUC_ROC,Pseudotime,0.8451612903225807,True
Cooccurrence,SuoDataset,all_paths,threshold,Pseudotime,0.0036303935097467,True
Cooccurrence,SuoDataset,all_paths,F1,Pseudotime,0.6775956284153005,True
Cooccurrence,SuoDataset,all_paths,AUC_PRC,Pseudotime,0.5365429106021217,True
Cooccurrence,SuoDataset,all_paths,PRECISION,Pseudotime,0.512396694214876,True
Cooccurrence,SuoDataset,all_paths,RECALL,Pseudotime,1.0,True
Cooccurrence,SuoDataset,all_paths,AUC_ROC,Pseudotime,0.4535265172225259,True
Cooccurrence,SuoDataset,simple,threshold,Pseudotime,0.0004699676050885,True
Cooccurrence,SuoDataset,simple,F1,Pseudotime,0.1666666666666666,True
Cooccurrence,SuoDataset,simple,AUC_PRC,Pseudotime,0.1866663283801699,True
Cooccurrence,SuoDataset,simple,PRECISION,Pseudotime,0.0909090909090909,True
Cooccurrence,SuoDataset,simple,RECALL,Pseudotime,1.0,True
Cooccurrence,SuoDataset,simple,AUC_ROC,Pseudotime,0.6423423423423423,True
Cooccurrence,MaDataset,all_paths,threshold,Pseudotime,0.2204481297722816,True
Cooccurrence,MaDataset,all_paths,F1,Pseudotime,0.8571428571428571,True
Cooccurrence,MaDataset,all_paths,AUC_PRC,Pseudotime,0.549074074074074,True
Cooccurrence,MaDataset,all_paths,PRECISION,Pseudotime,0.75,True
Cooccurrence,MaDataset,all_paths,RECALL,Pseudotime,1.0,True
Cooccurrence,MaDataset,all_paths,AUC_ROC,Pseudotime,0.238095238095238,True
Cooccurrence,MaDataset,simple,threshold,Pseudotime,0.0714637143644974,True
Cooccurrence,MaDataset,simple,F1,Pseudotime,0.4615384615384615,True
Cooccurrence,MaDataset,simple,AUC_PRC,Pseudotime,0.6,True
Cooccurrence,MaDataset,simple,PRECISION,Pseudotime,0.3,True
Cooccurrence,MaDataset,simple,RECALL,Pseudotime,1.0,True
Cooccurrence,MaDataset,simple,AUC_ROC,Pseudotime,0.7692307692307692,True
Cooccurrence,SuoDataset,all_paths,JaccardSimilarity,Real Time,0.512396694214876,True
Cooccurrence,SuoDataset,simple,JaccardSimilarity,Real Time,0.0980392156862745,True
Cooccurrence,GarciaAlonsoDataset,all_paths,JaccardSimilarity,Real Time,0.5,True
Cooccurrence,GarciaAlonsoDataset,simple,JaccardSimilarity,Real Time,0.1724137931034483,True
Cooccurrence,MaDataset,all_paths,JaccardSimilarity,Real Time,0.5625,True
Cooccurrence,MaDataset,simple,JaccardSimilarity,Real Time,0.375,True
Cooccurrence,GarciaAlonsoDataset,all_paths,JaccardSimilarity,Pseudotime,0.6666666666666666,True
Cooccurrence,GarciaAlonsoDataset,simple,JaccardSimilarity,Pseudotime,0.4166666666666667,True
Cooccurrence,SuoDataset,all_paths,JaccardSimilarity,Pseudotime,0.512396694214876,True
Cooccurrence,SuoDataset,simple,JaccardSimilarity,Pseudotime,0.0909090909090909,True
Cooccurrence,MaDataset,all_paths,JaccardSimilarity,Pseudotime,0.75,True
Cooccurrence,MaDataset,simple,JaccardSimilarity,Pseudotime,0.3,True
Cooccurrence,SuoDataset,all_paths,threshold,Real Time,0.1608471246874481,False
Cooccurrence,SuoDataset,all_paths,F1,Real Time,0.5494505494505495,False
Cooccurrence,SuoDataset,all_paths,AUC_PRC,Real Time,0.4801838680945384,False
Cooccurrence,SuoDataset,all_paths,PRECISION,Real Time,0.8620689655172413,False
Cooccurrence,SuoDataset,all_paths,RECALL,Real Time,0.4032258064516129,False
Cooccurrence,SuoDataset,all_paths,AUC_ROC,Real Time,0.3687807545106616,False
Cooccurrence,SuoDataset,simple,threshold,Real Time,0.1639422620602786,False
Cooccurrence,SuoDataset,simple,F1,Real Time,0.3636363636363636,False
Cooccurrence,SuoDataset,simple,AUC_PRC,Real Time,0.1721732311805841,False
Cooccurrence,SuoDataset,simple,PRECISION,Real Time,0.3333333333333333,False
Cooccurrence,SuoDataset,simple,RECALL,Real Time,0.4,False
Cooccurrence,SuoDataset,simple,AUC_ROC,Real Time,0.6513513513513515,False
Cooccurrence,GarciaAlonsoDataset,all_paths,threshold,Real Time,0.0989963667551628,False
Cooccurrence,GarciaAlonsoDataset,all_paths,F1,Real Time,0.6938775510204082,False
Cooccurrence,GarciaAlonsoDataset,all_paths,AUC_PRC,Real Time,0.3610286595737949,False
Cooccurrence,GarciaAlonsoDataset,all_paths,PRECISION,Real Time,0.5483870967741935,False
Cooccurrence,GarciaAlonsoDataset,all_paths,RECALL,Real Time,0.9444444444444444,False
Cooccurrence,GarciaAlonsoDataset,all_paths,AUC_ROC,Real Time,0.1080246913580247,False
Cooccurrence,GarciaAlonsoDataset,simple,threshold,Real Time,0.3340147460791137,False
Cooccurrence,GarciaAlonsoDataset,simple,F1,Real Time,0.25,False
Cooccurrence,GarciaAlonsoDataset,simple,AUC_PRC,Real Time,0.1805697151424287,False
Cooccurrence,GarciaAlonsoDataset,simple,PRECISION,Real Time,0.3333333333333333,False
Cooccurrence,GarciaAlonsoDataset,simple,RECALL,Real Time,0.2,False
Cooccurrence,GarciaAlonsoDataset,simple,AUC_ROC,Real Time,0.4580645161290322,False
Cooccurrence,MaDataset,all_paths,threshold,Real Time,0.2913894527326705,False
Cooccurrence,MaDataset,all_paths,F1,Real Time,0.6666666666666666,False
Cooccurrence,MaDataset,all_paths,AUC_PRC,Real Time,0.470959595959596,False
Cooccurrence,MaDataset,all_paths,PRECISION,Real Time,0.8333333333333334,False
Cooccurrence,MaDataset,all_paths,RECALL,Real Time,0.5555555555555556,False
Cooccurrence,MaDataset,all_paths,AUC_ROC,Real Time,0.1746031746031746,False
Cooccurrence,MaDataset,simple,threshold,Real Time,0.0816771415725086,False
Cooccurrence,MaDataset,simple,F1,Real Time,0.5454545454545454,False
Cooccurrence,MaDataset,simple,AUC_PRC,Real Time,0.4027777777777778,False
Cooccurrence,MaDataset,simple,PRECISION,Real Time,0.375,False
Cooccurrence,MaDataset,simple,RECALL,Real Time,1.0,False
Cooccurrence,MaDataset,simple,AUC_ROC,Real Time,0.7435897435897436,False
Cooccurrence,GarciaAlonsoDataset,all_paths,threshold,Pseudotime,0.1261204251745392,False
Cooccurrence,GarciaAlonsoDataset,all_paths,F1,Pseudotime,0.8,False
Cooccurrence,GarciaAlonsoDataset,all_paths,AUC_PRC,Pseudotime,0.4623482909881377,False
Cooccurrence,GarciaAlonsoDataset,all_paths,PRECISION,Pseudotime,0.6666666666666666,False
Cooccurrence,GarciaAlonsoDataset,all_paths,RECALL,Pseudotime,1.0,False
Cooccurrence,GarciaAlonsoDataset,all_paths,AUC_ROC,Pseudotime,0.3549382716049383,False
Cooccurrence,GarciaAlonsoDataset,simple,threshold,Pseudotime,0.1261204251745392,False
Cooccurrence,GarciaAlonsoDataset,simple,F1,Pseudotime,0.5882352941176471,False
Cooccurrence,GarciaAlonsoDataset,simple,AUC_PRC,Pseudotime,0.371031746031746,False
Cooccurrence,GarciaAlonsoDataset,simple,PRECISION,Pseudotime,0.4166666666666667,False
Cooccurrence,GarciaAlonsoDataset,simple,RECALL,Pseudotime,1.0,False
Cooccurrence,GarciaAlonsoDataset,simple,AUC_ROC,Pseudotime,0.8451612903225807,False
Cooccurrence,SuoDataset,all_paths,threshold,Pseudotime,0.1860135567147769,False
Cooccurrence,SuoDataset,all_paths,F1,Pseudotime,0.5684210526315789,False
Cooccurrence,SuoDataset,all_paths,AUC_PRC,Pseudotime,0.5365429106021217,False
Cooccurrence,SuoDataset,all_paths,PRECISION,Pseudotime,0.8181818181818182,False
Cooccurrence,SuoDataset,all_paths,RECALL,Pseudotime,0.4354838709677419,False
Cooccurrence,SuoDataset,all_paths,AUC_ROC,Pseudotime,0.4535265172225259,False
Cooccurrence,SuoDataset,simple,threshold,Pseudotime,0.1257910371023809,False
Cooccurrence,SuoDataset,simple,F1,Pseudotime,0.238095238095238,False
Cooccurrence,SuoDataset,simple,AUC_PRC,Pseudotime,0.1866663283801699,False
Cooccurrence,SuoDataset,simple,PRECISION,Pseudotime,0.15625,False
Cooccurrence,SuoDataset,simple,RECALL,Pseudotime,0.5,False
Cooccurrence,SuoDataset,simple,AUC_ROC,Pseudotime,0.6423423423423423,False
Cooccurrence,MaDataset,all_paths,threshold,Pseudotime,0.2204481297722816,False
Cooccurrence,MaDataset,all_paths,F1,Pseudotime,0.8571428571428571,False
Cooccurrence,MaDataset,all_paths,AUC_PRC,Pseudotime,0.549074074074074,False
Cooccurrence,MaDataset,all_paths,PRECISION,Pseudotime,0.75,False
Cooccurrence,MaDataset,all_paths,RECALL,Pseudotime,1.0,False
Cooccurrence,MaDataset,all_paths,AUC_ROC,Pseudotime,0.238095238095238,False
Cooccurrence,MaDataset,simple,threshold,Pseudotime,0.2248134310300052,False
Cooccurrence,MaDataset,simple,F1,Pseudotime,0.5714285714285714,False
Cooccurrence,MaDataset,simple,AUC_PRC,Pseudotime,0.6,False
Cooccurrence,MaDataset,simple,PRECISION,Pseudotime,0.5,False
Cooccurrence,MaDataset,simple,RECALL,Pseudotime,0.6666666666666666,False
Cooccurrence,MaDataset,simple,AUC_ROC,Pseudotime,0.7692307692307692,False
Cooccurrence,SuoDataset,all_paths,JaccardSimilarity,Real Time,0.3787878787878788,False
Cooccurrence,SuoDataset,simple,JaccardSimilarity,Real Time,0.2222222222222222,False
Cooccurrence,GarciaAlonsoDataset,all_paths,JaccardSimilarity,Real Time,0.53125,False
Cooccurrence,GarciaAlonsoDataset,simple,JaccardSimilarity,Real Time,0.1428571428571428,False
Cooccurrence,MaDataset,all_paths,JaccardSimilarity,Real Time,0.5,False
Cooccurrence,MaDataset,simple,JaccardSimilarity,Real Time,0.375,False
Cooccurrence,GarciaAlonsoDataset,all_paths,JaccardSimilarity,Pseudotime,0.6666666666666666,False
Cooccurrence,GarciaAlonsoDataset,simple,JaccardSimilarity,Pseudotime,0.4166666666666667,False
Cooccurrence,SuoDataset,all_paths,JaccardSimilarity,Pseudotime,0.3970588235294117,False
Cooccurrence,SuoDataset,simple,JaccardSimilarity,Pseudotime,0.1351351351351351,False
Cooccurrence,MaDataset,all_paths,JaccardSimilarity,Pseudotime,0.75,False
Cooccurrence,MaDataset,simple,JaccardSimilarity,Pseudotime,0.4,False
Moscot,SuoDataset,all_paths,threshold,Real Time,0.072408535,False
Moscot,SuoDataset,all_paths,F1,Real Time,0.7522935779816514,False
Moscot,SuoDataset,all_paths,AUC_PRC,Real Time,0.5853197277539466,False
Moscot,SuoDataset,all_paths,PRECISION,Real Time,0.8723404255319149,False
Moscot,SuoDataset,all_paths,RECALL,Real Time,0.6612903225806451,False
Moscot,SuoDataset,all_paths,AUC_ROC,Real Time,0.5537178786221979,False
Moscot,SuoDataset,simple,threshold,Real Time,0.028251829,False
Moscot,SuoDataset,simple,F1,Real Time,0.3111111111111111,False
Moscot,SuoDataset,simple,AUC_PRC,Real Time,0.27140132290892,False
Moscot,SuoDataset,simple,PRECISION,Real Time,0.2,False
Moscot,SuoDataset,simple,RECALL,Real Time,0.7,False
Moscot,SuoDataset,simple,AUC_ROC,Real Time,0.6765765765765765,False
Moscot,GarciaAlonsoDataset,all_paths,threshold,Real Time,0.32776618,False
Moscot,GarciaAlonsoDataset,all_paths,F1,Real Time,0.56,False
Moscot,GarciaAlonsoDataset,all_paths,AUC_PRC,Real Time,0.4646894187395995,False
Moscot,GarciaAlonsoDataset,all_paths,PRECISION,Real Time,1.0,False
Moscot,GarciaAlonsoDataset,all_paths,RECALL,Real Time,0.3888888888888889,False
Moscot,GarciaAlonsoDataset,all_paths,AUC_ROC,Real Time,0.2993827160493827,False
Moscot,GarciaAlonsoDataset,simple,threshold,Real Time,0.030271398,False
Moscot,GarciaAlonsoDataset,simple,F1,Real Time,0.3448275862068966,False
Moscot,GarciaAlonsoDataset,simple,AUC_PRC,Real Time,0.3670475659606094,False
Moscot,GarciaAlonsoDataset,simple,PRECISION,Real Time,0.2083333333333333,False
Moscot,GarciaAlonsoDataset,simple,RECALL,Real Time,1.0,False
Moscot,GarciaAlonsoDataset,simple,AUC_ROC,Real Time,0.6451612903225806,False
Moscot,MaDataset,all_paths,threshold,Real Time,0.1369748,False
Moscot,MaDataset,all_paths,F1,Real Time,0.875,False
Moscot,MaDataset,all_paths,AUC_PRC,Real Time,0.6438271604938273,False
Moscot,MaDataset,all_paths,PRECISION,Real Time,1.0,False
Moscot,MaDataset,all_paths,RECALL,Real Time,0.7777777777777778,False
Moscot,MaDataset,all_paths,AUC_ROC,Real Time,0.4285714285714285,False
Moscot,MaDataset,simple,threshold,Real Time,0.1369748,False
Moscot,MaDataset,simple,F1,Real Time,0.8,False
Moscot,MaDataset,simple,AUC_PRC,Real Time,0.7777777777777777,False
Moscot,MaDataset,simple,PRECISION,Real Time,1.0,False
Moscot,MaDataset,simple,RECALL,Real Time,0.6666666666666666,False
Moscot,MaDataset,simple,AUC_ROC,Real Time,0.8461538461538461,False
Moscot,GarciaAlonsoDataset,all_paths,threshold,Pseudotime,0.07638191,False
Moscot,GarciaAlonsoDataset,all_paths,F1,Pseudotime,0.8372093023255814,False
Moscot,GarciaAlonsoDataset,all_paths,AUC_PRC,Pseudotime,0.5222879991720571,False
Moscot,GarciaAlonsoDataset,all_paths,PRECISION,Pseudotime,0.72,False
Moscot,GarciaAlonsoDataset,all_paths,RECALL,Pseudotime,1.0,False
Moscot,GarciaAlonsoDataset,all_paths,AUC_ROC,Pseudotime,0.4444444444444444,False
Moscot,GarciaAlonsoDataset,simple,threshold,Pseudotime,0.066715725,False
Moscot,GarciaAlonsoDataset,simple,F1,Pseudotime,0.5882352941176471,False
Moscot,GarciaAlonsoDataset,simple,AUC_PRC,Pseudotime,0.5360606060606061,False
Moscot,GarciaAlonsoDataset,simple,PRECISION,Pseudotime,0.4166666666666667,False
Moscot,GarciaAlonsoDataset,simple,RECALL,Pseudotime,1.0,False
Moscot,GarciaAlonsoDataset,simple,AUC_ROC,Pseudotime,0.8709677419354839,False
Moscot,SuoDataset,all_paths,threshold,Pseudotime,0.030846484,False
Moscot,SuoDataset,all_paths,F1,Pseudotime,0.7424242424242424,False
Moscot,SuoDataset,all_paths,AUC_PRC,Pseudotime,0.5891701860410762,False
Moscot,SuoDataset,all_paths,PRECISION,Pseudotime,0.7,False
Moscot,SuoDataset,all_paths,RECALL,Pseudotime,0.7903225806451613,False
Moscot,SuoDataset,all_paths,AUC_ROC,Pseudotime,0.5680699835975942,False
Moscot,SuoDataset,simple,threshold,Pseudotime,0.07499062,False
Moscot,SuoDataset,simple,F1,Pseudotime,0.3870967741935484,False
Moscot,SuoDataset,simple,AUC_PRC,Pseudotime,0.2234360859658959,False
Moscot,SuoDataset,simple,PRECISION,Pseudotime,0.2857142857142857,False
Moscot,SuoDataset,simple,RECALL,Pseudotime,0.6,False
Moscot,SuoDataset,simple,AUC_ROC,Pseudotime,0.6833333333333333,False
Moscot,MaDataset,all_paths,threshold,Pseudotime,0.112059474,False
Moscot,MaDataset,all_paths,F1,Pseudotime,0.9473684210526316,False
Moscot,MaDataset,all_paths,AUC_PRC,Pseudotime,0.5987654320987654,False
Moscot,MaDataset,all_paths,PRECISION,Pseudotime,0.9,False
Moscot,MaDataset,all_paths,RECALL,Pseudotime,1.0,False
Moscot,MaDataset,all_paths,AUC_ROC,Pseudotime,0.5079365079365079,False
Moscot,MaDataset,simple,threshold,Pseudotime,0.09785203,False
Moscot,MaDataset,simple,F1,Pseudotime,0.8571428571428571,False
Moscot,MaDataset,simple,AUC_PRC,Pseudotime,0.6388888888888888,False
Moscot,MaDataset,simple,PRECISION,Pseudotime,0.75,False
Moscot,MaDataset,simple,RECALL,Pseudotime,1.0,False
Moscot,MaDataset,simple,AUC_ROC,Pseudotime,0.9230769230769232,False
Moscot,SuoDataset,all_paths,JaccardSimilarity,Real Time,0.6029411764705882,False
Moscot,SuoDataset,simple,JaccardSimilarity,Real Time,0.1842105263157894,False
Moscot,GarciaAlonsoDataset,all_paths,JaccardSimilarity,Real Time,0.3888888888888889,False
Moscot,GarciaAlonsoDataset,simple,JaccardSimilarity,Real Time,0.2083333333333333,False
Moscot,MaDataset,all_paths,JaccardSimilarity,Real Time,0.7777777777777778,False
Moscot,MaDataset,simple,JaccardSimilarity,Real Time,0.6666666666666666,False
Moscot,GarciaAlonsoDataset,all_paths,JaccardSimilarity,Pseudotime,0.72,False
Moscot,GarciaAlonsoDataset,simple,JaccardSimilarity,Pseudotime,0.4166666666666667,False
Moscot,SuoDataset,all_paths,JaccardSimilarity,Pseudotime,0.5903614457831325,False
Moscot,SuoDataset,simple,JaccardSimilarity,Pseudotime,0.24,False
Moscot,MaDataset,all_paths,JaccardSimilarity,Pseudotime,0.9,False
Moscot,MaDataset,simple,JaccardSimilarity,Pseudotime,0.75,False
Moscot,SuoDataset,all_paths,threshold,Real Time,0.062115148,True
Moscot,SuoDataset,all_paths,F1,Real Time,0.7692307692307693,True
Moscot,SuoDataset,all_paths,AUC_PRC,Real Time,0.5853197277539466,True
Moscot,SuoDataset,all_paths,PRECISION,Real Time,0.8181818181818182,True
Moscot,SuoDataset,all_paths,RECALL,Real Time,0.7258064516129032,True
Moscot,SuoDataset,all_paths,AUC_ROC,Real Time,0.5537178786221979,True
Moscot,SuoDataset,simple,threshold,Real Time,0.0,True
Moscot,SuoDataset,simple,F1,Real Time,0.1666666666666666,True
Moscot,SuoDataset,simple,AUC_PRC,Real Time,0.27140132290892,True
Moscot,SuoDataset,simple,PRECISION,Real Time,0.0909090909090909,True
Moscot,SuoDataset,simple,RECALL,Real Time,1.0,True
Moscot,SuoDataset,simple,AUC_ROC,Real Time,0.6765765765765765,True
Moscot,GarciaAlonsoDataset,all_paths,threshold,Real Time,0.08138889,True
Moscot,GarciaAlonsoDataset,all_paths,F1,Real Time,0.6666666666666666,True
Moscot,GarciaAlonsoDataset,all_paths,AUC_PRC,Real Time,0.4646894187395995,True
Moscot,GarciaAlonsoDataset,all_paths,PRECISION,Real Time,0.5,True
Moscot,GarciaAlonsoDataset,all_paths,RECALL,Real Time,1.0,True
Moscot,GarciaAlonsoDataset,all_paths,AUC_ROC,Real Time,0.2993827160493827,True
Moscot,GarciaAlonsoDataset,simple,threshold,Real Time,0.030271398,True
Moscot,GarciaAlonsoDataset,simple,F1,Real Time,0.3448275862068966,True
Moscot,GarciaAlonsoDataset,simple,AUC_PRC,Real Time,0.3670475659606094,True
Moscot,GarciaAlonsoDataset,simple,PRECISION,Real Time,0.2083333333333333,True
Moscot,GarciaAlonsoDataset,simple,RECALL,Real Time,1.0,True
Moscot,GarciaAlonsoDataset,simple,AUC_ROC,Real Time,0.6451612903225806,True
Moscot,MaDataset,all_paths,threshold,Real Time,0.1369748,True
Moscot,MaDataset,all_paths,F1,Real Time,0.875,True
Moscot,MaDataset,all_paths,AUC_PRC,Real Time,0.6438271604938273,True
Moscot,MaDataset,all_paths,PRECISION,Real Time,1.0,True
Moscot,MaDataset,all_paths,RECALL,Real Time,0.7777777777777778,True
Moscot,MaDataset,all_paths,AUC_ROC,Real Time,0.4285714285714285,True
Moscot,MaDataset,simple,threshold,Real Time,0.03009027,True
Moscot,MaDataset,simple,F1,Real Time,0.5,True
Moscot,MaDataset,simple,AUC_PRC,Real Time,0.7777777777777777,True
Moscot,MaDataset,simple,PRECISION,Real Time,0.3333333333333333,True
Moscot,MaDataset,simple,RECALL,Real Time,1.0,True
Moscot,MaDataset,simple,AUC_ROC,Real Time,0.8461538461538461,True
Moscot,GarciaAlonsoDataset,all_paths,threshold,Pseudotime,0.07638191,True
Moscot,GarciaAlonsoDataset,all_paths,F1,Pseudotime,0.8372093023255814,True
Moscot,GarciaAlonsoDataset,all_paths,AUC_PRC,Pseudotime,0.5222879991720571,True
Moscot,GarciaAlonsoDataset,all_paths,PRECISION,Pseudotime,0.72,True
Moscot,GarciaAlonsoDataset,all_paths,RECALL,Pseudotime,1.0,True
Moscot,GarciaAlonsoDataset,all_paths,AUC_ROC,Pseudotime,0.4444444444444444,True
Moscot,GarciaAlonsoDataset,simple,threshold,Pseudotime,0.066715725,True
Moscot,GarciaAlonsoDataset,simple,F1,Pseudotime,0.5882352941176471,True
Moscot,GarciaAlonsoDataset,simple,AUC_PRC,Pseudotime,0.5360606060606061,True
Moscot,GarciaAlonsoDataset,simple,PRECISION,Pseudotime,0.4166666666666667,True
Moscot,GarciaAlonsoDataset,simple,RECALL,Pseudotime,1.0,True
Moscot,GarciaAlonsoDataset,simple,AUC_ROC,Pseudotime,0.8709677419354839,True
Moscot,SuoDataset,all_paths,threshold,Pseudotime,0.026381668,True
Moscot,SuoDataset,all_paths,F1,Pseudotime,0.7482014388489209,True
Moscot,SuoDataset,all_paths,AUC_PRC,Pseudotime,0.5891701860410762,True
Moscot,SuoDataset,all_paths,PRECISION,Pseudotime,0.6753246753246753,True
Moscot,SuoDataset,all_paths,RECALL,Pseudotime,0.8387096774193549,True
Moscot,SuoDataset,all_paths,AUC_ROC,Pseudotime,0.5680699835975942,True
Moscot,SuoDataset,simple,threshold,Pseudotime,0.00012528973,True
Moscot,SuoDataset,simple,F1,Pseudotime,0.1904761904761904,True
Moscot,SuoDataset,simple,AUC_PRC,Pseudotime,0.2234360859658959,True
Moscot,SuoDataset,simple,PRECISION,Pseudotime,0.1052631578947368,True
Moscot,SuoDataset,simple,RECALL,Pseudotime,1.0,True
Moscot,SuoDataset,simple,AUC_ROC,Pseudotime,0.6833333333333333,True
Moscot,MaDataset,all_paths,threshold,Pseudotime,0.112059474,True
Moscot,MaDataset,all_paths,F1,Pseudotime,0.9473684210526316,True
Moscot,MaDataset,all_paths,AUC_PRC,Pseudotime,0.5987654320987654,True
Moscot,MaDataset,all_paths,PRECISION,Pseudotime,0.9,True
Moscot,MaDataset,all_paths,RECALL,Pseudotime,1.0,True
Moscot,MaDataset,all_paths,AUC_ROC,Pseudotime,0.5079365079365079,True
Moscot,MaDataset,simple,threshold,Pseudotime,0.09785203,True
Moscot,MaDataset,simple,F1,Pseudotime,0.8571428571428571,True
Moscot,MaDataset,simple,AUC_PRC,Pseudotime,0.6388888888888888,True
Moscot,MaDataset,simple,PRECISION,Pseudotime,0.75,True
Moscot,MaDataset,simple,RECALL,Pseudotime,1.0,True
Moscot,MaDataset,simple,AUC_ROC,Pseudotime,0.9230769230769232,True
Moscot,SuoDataset,all_paths,JaccardSimilarity,Real Time,0.625,True
Moscot,SuoDataset,simple,JaccardSimilarity,Real Time,0.0909090909090909,True
Moscot,GarciaAlonsoDataset,all_paths,JaccardSimilarity,Real Time,0.5,True
Moscot,GarciaAlonsoDataset,simple,JaccardSimilarity,Real Time,0.2083333333333333,True
Moscot,MaDataset,all_paths,JaccardSimilarity,Real Time,0.7777777777777778,True
Moscot,MaDataset,simple,JaccardSimilarity,Real Time,0.3333333333333333,True
Moscot,GarciaAlonsoDataset,all_paths,JaccardSimilarity,Pseudotime,0.72,True
Moscot,GarciaAlonsoDataset,simple,JaccardSimilarity,Pseudotime,0.4166666666666667,True
Moscot,SuoDataset,all_paths,JaccardSimilarity,Pseudotime,0.5977011494252874,True
Moscot,SuoDataset,simple,JaccardSimilarity,Pseudotime,0.1052631578947368,True
Moscot,MaDataset,all_paths,JaccardSimilarity,Pseudotime,0.9,True
Moscot,MaDataset,simple,JaccardSimilarity,Pseudotime,0.75,True
scNODE-embeds,SuoDataset,all_paths,threshold,Real Time,0.023322044,False
scNODE-embeds,SuoDataset,all_paths,F1,Real Time,0.7910447761194029,False
scNODE-embeds,SuoDataset,all_paths,AUC_PRC,Real Time,0.509862831485581,False
scNODE-embeds,SuoDataset,all_paths,PRECISION,Real Time,0.7361111111111112,False
